invoice_no,customer_id,invoice_date,country,customer_segment,category,quantity,unit_price,total_price
INV128825,C03529,2024-03-12,Indonesia,Regular,Food & Beverage,1,190300.0,190300.0
INV823789,C00041,2024-07-19,Indonesia,Regular,Home & Living,1,265400.0,265400.0
INV592811,C01674,2024-09-22,Thailand,Budget,Electronics,1,76600.0,76600.0
INV236082,C02058,2023-06-08,Singapore,Regular,Books,7,145000.0,1015200.0
INV809724,C02493,2023-07-27,Thailand,Premium,Home & Living,2,330500.0,661100.0
INV894996,C02633,2024-09-02,Vietnam,Premium,Electronics,5,1867100.0,9335600.0
INV764527,C02200,2024-08-25,Indonesia,Regular,Beauty,1,131800.0,131800.0
INV363522,C03033,2024-01-29,Thailand,Regular,Home & Living,1,266300.0,266300.0
INV614232,C03132,2024-05-07,Indonesia,Regular,Fashion,5,108100.0,540300.0
INV661485,C01051,2023-05-04,Philippines,Premium,Home & Living,1,519700.0,519700.0
INV608732,C00253,2023-07-22,Indonesia,Regular,Beauty,1,170400.0,170400.0
INV978183,C00179,2023-12-13,Malaysia,Regular,Home & Living,1,193700.0,193700.0
INV142276,C02580,2023-08-21,Malaysia,Regular,Beauty,1,345000.0,345000.0
INV539589,C03617,2024-04-03,Japan,Regular,Books,1,45800.0,45800.0
INV211193,C03040,2024-07-27,Indonesia,Premium,Sports,1,982300.0,982300.0
INV290904,C01746,2023-01-08,Indonesia,Regular,Fashion,2,372000.0,744100.0
INV115649,C00538,2024-07-14,Malaysia,Budget,Food & Beverage,1,46900.0,46900.0
INV857905,C02722,2024-11-20,Malaysia,Regular,Beauty,1,100600.0,100600.0
INV922480,C01074,2024-01-11,Singapore,Budget,Beauty,3,50700.0,152100.0
INV588135,C03943,2023-12-27,Singapore,Regular,Electronics,1,223500.0,223500.0
INV133006,C03523,2024-05-27,Indonesia,Regular,Beauty,6,429200.0,2575000.0
INV277960,C02918,2023-01-16,Thailand,Premium,Home & Living,1,581600.0,581600.0
INV369372,C03804,2024-10-28,Vietnam,Premium,Sports,1,1811500.0,1811500.0
INV407400,C01388,2024-11-16,Indonesia,Premium,Food & Beverage,1,629400.0,629400.0
INV937185,C02430,2023-07-18,Indonesia,Regular,Fashion,1,202300.0,202300.0
INV514461,C01730,2023-08-07,Indonesia,Budget,Sports,1,90600.0,90600.0
INV964278,C03123,2023-06-16,Indonesia,Budget,Electronics,1,36900.0,36900.0
INV509681,C03538,2023-05-05,Indonesia,Premium,Food & Beverage,2,1382200.0,2764300.0
INV139899,C03388,2024-08-22,Vietnam,Premium,Fashion,2,859800.0,1719600.0
INV731730,C01630,2024-01-29,Philippines,Budget,Electronics,1,82600.0,82600.0
INV678275,C03768,2024-01-27,Indonesia,Budget,Fashion,1,103000.0,103000.0
INV372191,C01492,2023-08-22,Malaysia,Budget,Home & Living,1,10000.0,10000.0
INV798751,C00725,2024-02-12,Malaysia,Regular,Fashion,1,199200.0,199200.0
INV939748,C03988,2024-02-03,Malaysia,Budget,Home & Living,7,109400.0,766000.0
INV815380,C01830,2024-03-29,Indonesia,Regular,Fashion,2,267400.0,534900.0
INV473825,C00240,2024-11-30,Malaysia,Premium,Home & Living,1,480000.0,480000.0
INV558155,C02779,2023-03-09,Indonesia,Regular,Food & Beverage,1,312900.0,312900.0
INV823615,C03290,2024-09-26,Indonesia,Premium,Fashion,4,2520600.0,10082300.0
INV357853,C03403,2023-05-02,Indonesia,Regular,Books,1,131000.0,131000.0
INV990979,C03865,2024-08-14,Vietnam,Premium,Electronics,1,2035300.0,2035300.0
INV830838,C01828,2024-01-09,Philippines,Premium,Fashion,4,1254800.0,5019400.0
INV193787,C03753,2023-05-26,Malaysia,Regular,Electronics,1,110300.0,110300.0
INV157586,C03185,2023-11-26,Indonesia,Regular,Fashion,1,304700.0,304700.0
INV979471,C03409,2023-04-29,Indonesia,Regular,Fashion,6,275300.0,1651700.0
INV412676,C00846,2024-02-21,Indonesia,Regular,Electronics,1,131000.0,131000.0
INV507261,C00987,2023-05-29,Indonesia,Premium,Electronics,1,1289900.0,1289900.0
INV110114,C00328,2023-09-03,Indonesia,Budget,Electronics,2,24600.0,49200.0
INV307224,C00728,2023-08-11,Indonesia,Regular,Home & Living,10,194300.0,1943400.0
INV148675,C01025,2024-01-08,Indonesia,Premium,Home & Living,1,778300.0,778300.0
INV648071,C02329,2024-10-26,Thailand,Regular,Home & Living,1,264500.0,264500.0
INV919745,C03346,2023-09-22,Indonesia,Premium,Sports,1,897400.0,897400.0
INV395771,C03633,2023-06-10,Philippines,Regular,Fashion,1,221300.0,221300.0
INV884395,C00467,2024-12-20,Japan,Budget,Fashion,2,32400.0,64900.0
INV217971,C03500,2024-12-12,Vietnam,Regular,Home & Living,2,237200.0,474300.0
INV705958,C02438,2023-08-16,Indonesia,Budget,Fashion,1,52300.0,52300.0
INV402575,C00033,2023-05-21,Indonesia,Regular,Home & Living,1,253300.0,253300.0
INV996825,C03658,2024-07-08,Singapore,Premium,Fashion,1,1544900.0,1544900.0
INV627841,C03352,2023-10-27,Indonesia,Regular,Electronics,3,207900.0,623700.0
INV110715,C01803,2023-01-13,Indonesia,Budget,Electronics,1,72500.0,72500.0
INV874467,C03954,2023-02-24,Singapore,Budget,Electronics,2,33800.0,67500.0
INV729865,C00337,2024-03-11,Thailand,Regular,Home & Living,5,191200.0,956200.0
INV953590,C02992,2023-03-18,Malaysia,Regular,Books,1,384200.0,384200.0
INV431761,C01256,2023-01-16,Singapore,Regular,Sports,2,345400.0,690900.0
INV254518,C01787,2023-02-17,Australia,Budget,Sports,1,62300.0,62300.0
INV495372,C03224,2023-02-06,Indonesia,Budget,Beauty,1,43700.0,43700.0
INV900745,C03240,2024-01-09,Japan,Budget,Fashion,1,65900.0,65900.0
INV506988,C00673,2024-07-17,Malaysia,Regular,Sports,1,200800.0,200800.0
INV404927,C02590,2024-12-16,Philippines,Regular,Fashion,3,86700.0,260200.0
INV342313,C03996,2023-09-08,Singapore,Budget,Beauty,1,79300.0,79300.0
INV744312,C00828,2024-11-14,Indonesia,Regular,Fashion,1,294800.0,294800.0
INV343974,C00241,2023-12-04,Indonesia,Regular,Sports,9,189800.0,1708400.0
INV676665,C02269,2023-11-14,Malaysia,Regular,Fashion,1,172000.0,172000.0
INV198012,C03902,2023-04-03,Indonesia,Regular,Electronics,4,259700.0,1038800.0
INV441680,C02859,2023-01-04,Japan,Regular,Beauty,1,265900.0,265900.0
INV898023,C02796,2023-03-02,Thailand,Budget,Electronics,1,66600.0,66600.0
INV622892,C02773,2023-10-10,Malaysia,Regular,Electronics,1,477700.0,477700.0
INV614414,C00122,2023-06-09,Singapore,Budget,Fashion,2,30200.0,60500.0
INV960107,C03260,2024-06-01,Malaysia,Regular,Fashion,1,399200.0,399200.0
INV997080,C01862,2024-03-10,Indonesia,Budget,Electronics,2,64700.0,129500.0
INV435604,C00103,2023-05-06,Vietnam,Premium,Beauty,2,901000.0,1802000.0
INV358769,C00822,2024-04-28,Malaysia,Premium,Electronics,2,662800.0,1325600.0
INV453328,C03721,2024-07-19,Philippines,Regular,Sports,1,217000.0,217000.0
INV216567,C01827,2024-01-27,Indonesia,Budget,Electronics,1,71000.0,71000.0
INV672531,C01272,2023-05-21,Indonesia,Regular,Home & Living,1,349900.0,349900.0
INV570852,C03162,2023-03-20,Indonesia,Regular,Fashion,1,141800.0,141800.0
INV445522,C03530,2024-05-19,Indonesia,Premium,Sports,1,2170600.0,2170600.0
INV240494,C00237,2023-04-11,Indonesia,Premium,Electronics,1,779100.0,779100.0
INV721045,C03227,2023-08-28,Vietnam,Regular,Toys,3,230200.0,690500.0
INV902241,C02533,2024-01-17,Singapore,Regular,Fashion,1,320700.0,320700.0
INV621929,C03785,2024-07-30,Indonesia,Regular,Electronics,1,127400.0,127400.0
INV203245,C02586,2024-06-02,Indonesia,Regular,Home & Living,3,103400.0,310300.0
INV479878,C03235,2023-12-16,Singapore,Premium,Home & Living,1,712000.0,712000.0
INV262282,C03281,2023-09-23,Singapore,Premium,Home & Living,1,383400.0,383400.0
INV995569,C02007,2024-01-21,Indonesia,Regular,Fashion,2,244200.0,488400.0
INV899462,C02931,2023-02-16,Indonesia,Budget,Fashion,1,85400.0,85400.0
INV951546,C02147,2024-11-18,Malaysia,Regular,Home & Living,4,321400.0,1285400.0
INV584295,C01030,2024-09-04,Vietnam,Regular,Home & Living,1,202000.0,202000.0
INV338113,C03539,2023-06-14,Malaysia,Premium,Beauty,1,255900.0,255900.0
INV119776,C03672,2024-01-28,Philippines,Premium,Sports,3,504800.0,1514300.0
INV409996,C03463,2023-06-07,Malaysia,Premium,Sports,1,589900.0,589900.0
INV556268,C03668,2023-10-27,Singapore,Regular,Beauty,4,344500.0,1378000.0
INV909188,C02149,2024-01-14,Malaysia,Budget,Electronics,1,85600.0,85600.0
INV585046,C00327,2024-01-31,Thailand,Budget,Sports,1,74100.0,74100.0
INV248212,C03980,2024-04-24,Indonesia,Regular,Fashion,1,443600.0,443600.0
INV475498,C02174,2023-02-07,Indonesia,Premium,Electronics,1,974000.0,974000.0
INV128643,C03849,2023-02-22,Indonesia,Budget,Sports,2,69400.0,138800.0
INV967078,C03868,2023-03-04,Thailand,Budget,Home & Living,1,20300.0,20300.0
INV586377,C03437,2024-05-27,Indonesia,Regular,Beauty,1,346000.0,346000.0
INV944637,C02383,2023-07-16,Japan,Budget,Fashion,1,27800.0,27800.0
INV891358,C00488,2023-09-27,Indonesia,Regular,Sports,2,92700.0,185500.0
INV604034,C03001,2024-10-29,Singapore,Premium,Fashion,4,430300.0,1721300.0
INV772365,C02928,2024-06-28,Indonesia,Regular,Books,1,425500.0,425500.0
INV796862,C03444,2024-05-07,Thailand,Budget,Electronics,1,87300.0,87300.0
INV202448,C03631,2023-08-10,Philippines,Budget,Electronics,1,83300.0,83300.0
INV339359,C02622,2023-11-11,Indonesia,Budget,Fashion,1,16300.0,16300.0
INV116720,C02685,2024-06-26,Philippines,Regular,Fashion,1,170000.0,170000.0
INV563785,C01119,2023-07-10,Indonesia,Regular,Books,1,305400.0,305400.0
INV981366,C01972,2023-02-07,Indonesia,Budget,Home & Living,2,42600.0,85200.0
INV839956,C01530,2023-06-16,Singapore,Budget,Electronics,1,40400.0,40400.0
INV804348,C00476,2024-04-15,Singapore,Premium,Electronics,1,1704500.0,1704500.0
INV269866,C03930,2023-01-26,Indonesia,Budget,Electronics,2,58600.0,117200.0
INV281150,C01265,2024-07-30,Malaysia,Regular,Electronics,2,291900.0,583800.0
INV888257,C01106,2024-01-30,Indonesia,Budget,Food & Beverage,1,27900.0,27900.0
INV818537,C01338,2024-02-08,Malaysia,Regular,Sports,1,230000.0,230000.0
INV522394,C00253,2024-06-24,Indonesia,Regular,Fashion,1,120500.0,120500.0
INV572769,C03635,2023-06-01,Singapore,Regular,Electronics,2,374000.0,748000.0
INV681960,C02658,2023-07-10,Indonesia,Regular,Sports,2,310000.0,620100.0
INV147912,C00850,2023-11-04,Philippines,Budget,Electronics,1,51600.0,51600.0
INV536857,C03249,2024-04-04,Indonesia,Premium,Beauty,4,802900.0,3211500.0
INV362848,C01136,2024-03-14,Indonesia,Regular,Fashion,5,203700.0,1018400.0
INV110785,C03085,2023-05-20,Indonesia,Regular,Electronics,1,283700.0,283700.0
INV784408,C03505,2024-04-01,Australia,Premium,Fashion,2,1837200.0,3674400.0
INV816379,C01462,2024-01-22,Vietnam,Regular,Electronics,2,219900.0,439800.0
INV250802,C02059,2023-07-31,Philippines,Regular,Beauty,1,74600.0,74600.0
INV170881,C01610,2024-05-04,Singapore,Premium,Toys,1,541700.0,541700.0
INV316559,C01197,2024-12-24,Malaysia,Regular,Fashion,1,280900.0,280900.0
INV861925,C03095,2023-08-02,Indonesia,Budget,Fashion,1,49000.0,49000.0
INV520360,C03120,2024-07-15,Indonesia,Regular,Electronics,2,287100.0,574100.0
INV245084,C01411,2024-12-09,Singapore,Budget,Fashion,6,68200.0,408900.0
INV733069,C00463,2024-01-02,Vietnam,Regular,Sports,1,57300.0,57300.0
INV552185,C01237,2023-09-28,Philippines,Budget,Beauty,1,102100.0,102100.0
INV736885,C01794,2024-05-01,Indonesia,Budget,Home & Living,1,35700.0,35700.0
INV827798,C01899,2023-12-10,Thailand,Budget,Fashion,2,32300.0,64700.0
INV642126,C00748,2023-05-15,Thailand,Budget,Books,1,37600.0,37600.0
INV512493,C00056,2024-06-19,Singapore,Regular,Books,1,24600.0,24600.0
INV284932,C03519,2023-08-28,Indonesia,Budget,Sports,1,35600.0,35600.0
INV827629,C00388,2023-02-28,Indonesia,Regular,Fashion,1,496700.0,496700.0
INV915184,C00800,2023-07-09,Australia,Budget,Fashion,2,31200.0,62400.0
INV372323,C02753,2023-08-29,Thailand,Regular,Food & Beverage,2,274400.0,548800.0
INV463701,C02684,2023-01-07,Thailand,Regular,Electronics,1,131200.0,131200.0
INV650320,C03868,2024-12-04,Thailand,Budget,Beauty,1,16400.0,16400.0
INV909503,C02985,2024-09-10,Philippines,Regular,Home & Living,1,88500.0,88500.0
INV597303,C02164,2023-05-29,Indonesia,Regular,Fashion,1,222400.0,222400.0
INV705773,C02610,2023-07-24,Indonesia,Regular,Home & Living,1,334000.0,334000.0
INV443274,C02256,2023-03-27,Indonesia,Budget,Electronics,1,44300.0,44300.0
INV995226,C01647,2024-09-02,Singapore,Regular,Fashion,1,360800.0,360800.0
INV549906,C01655,2024-04-05,Indonesia,Regular,Electronics,2,168100.0,336200.0
INV914231,C02291,2023-09-21,Vietnam,Regular,Fashion,1,248100.0,248100.0
INV429536,C02138,2023-01-10,Indonesia,Premium,Electronics,2,890600.0,1781100.0
INV873709,C00303,2023-12-02,Indonesia,Budget,Books,1,20400.0,20400.0
INV531482,C03769,2023-11-26,Singapore,Premium,Electronics,1,2901300.0,2901300.0
INV160579,C02015,2024-04-06,Indonesia,Regular,Fashion,1,293900.0,293900.0
INV624488,C03580,2024-04-30,Indonesia,Premium,Sports,1,2789600.0,2789600.0
INV585882,C03590,2024-09-01,Japan,Regular,Fashion,2,347900.0,695800.0
INV845201,C01616,2024-05-26,Indonesia,Regular,Electronics,2,405900.0,811900.0
INV460984,C01720,2023-12-14,Indonesia,Premium,Fashion,2,1706500.0,3413100.0
INV266498,C02808,2023-09-18,Indonesia,Regular,Electronics,1,332700.0,332700.0
INV715195,C00740,2023-03-20,Thailand,Budget,Books,1,22600.0,22600.0
INV352958,C01085,2023-01-29,Singapore,Budget,Sports,1,63200.0,63200.0
INV372285,C02394,2024-06-23,Indonesia,Premium,Sports,1,1147800.0,1147800.0
INV600020,C03382,2023-04-03,Singapore,Budget,Home & Living,1,68700.0,68700.0
INV521990,C01545,2023-08-04,Singapore,Premium,Electronics,1,388900.0,388900.0
INV577565,C03487,2023-05-14,Indonesia,Budget,Food & Beverage,1,39600.0,39600.0
INV162533,C00098,2023-07-04,Thailand,Budget,Home & Living,1,140000.0,140000.0
INV774721,C00703,2023-06-29,Malaysia,Budget,Home & Living,1,37800.0,37800.0
INV211586,C01716,2023-02-22,Indonesia,Budget,Electronics,1,122500.0,122500.0
INV976522,C02311,2023-03-18,Indonesia,Regular,Electronics,1,365400.0,365400.0
INV782883,C03170,2024-01-15,Indonesia,Budget,Home & Living,1,33000.0,33000.0
INV546616,C01766,2024-05-16,Australia,Regular,Electronics,4,278100.0,1112300.0
INV226554,C03498,2024-09-13,Indonesia,Premium,Electronics,4,430800.0,1723300.0
INV543478,C01159,2023-04-20,Philippines,Budget,Beauty,1,33300.0,33300.0
INV408834,C01535,2024-02-04,Malaysia,Budget,Beauty,1,62700.0,62700.0
INV490016,C00994,2023-10-06,Indonesia,Budget,Fashion,2,46600.0,93200.0
INV977815,C01287,2023-05-18,Malaysia,Budget,Books,1,47900.0,47900.0
INV523780,C01178,2024-07-19,Philippines,Regular,Sports,1,196500.0,196500.0
INV680343,C03159,2024-08-13,Indonesia,Regular,Electronics,2,335900.0,671700.0
INV133954,C02277,2023-08-27,Indonesia,Regular,Electronics,1,100500.0,100500.0
INV976133,C00101,2023-02-23,Indonesia,Budget,Home & Living,1,54400.0,54400.0
INV706690,C01210,2024-03-11,Indonesia,Regular,Electronics,1,124000.0,124000.0
INV317401,C00749,2023-01-09,Singapore,Regular,Sports,2,159100.0,318200.0
INV998082,C00682,2024-08-21,Indonesia,Regular,Food & Beverage,1,119600.0,119600.0
INV296272,C00238,2023-07-03,Vietnam,Regular,Fashion,1,240200.0,240200.0
INV288935,C02465,2023-01-31,Indonesia,Regular,Beauty,1,225000.0,225000.0
INV933317,C01162,2024-08-05,Thailand,Budget,Electronics,8,62700.0,501600.0
INV379069,C00496,2023-04-08,Indonesia,Budget,Fashion,1,61100.0,61100.0
INV811572,C02760,2023-07-08,Singapore,Regular,Food & Beverage,1,381100.0,381100.0
INV381686,C01116,2024-02-12,Malaysia,Regular,Sports,1,303500.0,303500.0
INV969086,C01480,2024-05-22,Japan,Regular,Electronics,1,162900.0,162900.0
INV163491,C02719,2023-03-21,Singapore,Regular,Electronics,1,498100.0,498100.0
INV672907,C01924,2024-03-08,Indonesia,Regular,Electronics,3,416000.0,1248000.0
INV174923,C00551,2023-01-26,Japan,Premium,Electronics,1,1053600.0,1053600.0
INV587119,C01953,2024-04-06,Indonesia,Premium,Fashion,3,390900.0,1172600.0
INV326531,C02660,2023-01-20,Malaysia,Budget,Fashion,1,34700.0,34700.0
INV519495,C01461,2023-03-24,Malaysia,Premium,Fashion,1,600300.0,600300.0
INV567296,C02672,2023-07-18,Malaysia,Regular,Food & Beverage,1,286000.0,286000.0
INV459067,C03196,2023-02-10,Thailand,Budget,Fashion,5,35200.0,176200.0
INV111303,C01723,2024-12-02,Indonesia,Regular,Beauty,2,230100.0,460300.0
INV405350,C00344,2023-02-03,Vietnam,Regular,Books,1,74800.0,74800.0
INV307916,C00860,2024-08-20,Indonesia,Regular,Sports,6,432100.0,2592700.0
INV293724,C01881,2023-08-02,Indonesia,Regular,Electronics,4,245700.0,982800.0
INV975698,C01092,2024-02-28,Indonesia,Regular,Fashion,1,117600.0,117600.0
INV393247,C01443,2023-09-17,Indonesia,Budget,Books,2,98500.0,197100.0
INV705628,C01590,2024-01-21,Malaysia,Regular,Fashion,1,531800.0,531800.0
INV994237,C00224,2023-08-18,Philippines,Regular,Books,1,410000.0,410000.0
INV947605,C03557,2023-04-26,Malaysia,Regular,Home & Living,2,367300.0,734700.0
INV267677,C03657,2024-03-27,Malaysia,Regular,Beauty,1,241400.0,241400.0
INV392172,C03660,2024-07-30,Indonesia,Regular,Sports,1,304700.0,304700.0
INV554275,C02191,2024-03-30,Indonesia,Regular,Sports,1,201700.0,201700.0
INV105588,C03349,2024-07-22,Indonesia,Budget,Home & Living,1,21100.0,21100.0
INV333090,C01025,2024-07-06,Indonesia,Premium,Electronics,2,945300.0,1890600.0
INV134090,C03100,2024-07-30,Singapore,Premium,Home & Living,1,1872200.0,1872200.0
INV892966,C03077,2024-02-12,Vietnam,Regular,Toys,3,237700.0,713100.0
INV163822,C00747,2023-09-24,Malaysia,Budget,Electronics,5,25200.0,126000.0
INV466785,C03336,2023-06-10,Philippines,Premium,Books,1,1049900.0,1049900.0
INV957340,C00874,2024-09-19,Vietnam,Budget,Food & Beverage,1,52300.0,52300.0
INV214007,C01079,2023-11-29,Indonesia,Budget,Beauty,1,105100.0,105100.0
INV732944,C00354,2024-12-16,Indonesia,Premium,Sports,1,1411700.0,1411700.0
INV874016,C00173,2023-08-13,Thailand,Premium,Electronics,1,1165500.0,1165500.0
INV335789,C00388,2024-09-11,Indonesia,Regular,Home & Living,1,251000.0,251000.0
INV584460,C03916,2023-05-11,Indonesia,Premium,Electronics,1,1169200.0,1169200.0
INV265678,C03276,2024-12-18,Indonesia,Regular,Food & Beverage,1,126600.0,126600.0
INV288934,C02319,2024-05-20,Singapore,Regular,Electronics,1,142200.0,142200.0
INV191233,C02791,2024-07-07,Indonesia,Regular,Home & Living,4,330800.0,1323300.0
INV223598,C02940,2023-10-21,Philippines,Budget,Home & Living,2,54700.0,109400.0
INV464969,C01594,2023-08-16,Australia,Budget,Books,1,41200.0,41200.0
INV150077,C00899,2024-10-29,Singapore,Regular,Fashion,1,204600.0,204600.0
INV690570,C03131,2024-01-31,Indonesia,Budget,Electronics,3,71000.0,213000.0
INV231531,C01644,2023-03-02,Indonesia,Budget,Home & Living,1,16400.0,16400.0
INV574546,C00519,2024-03-05,Indonesia,Budget,Fashion,1,65500.0,65500.0
INV777256,C03928,2024-02-09,Singapore,Regular,Home & Living,1,65800.0,65800.0
INV575652,C03831,2023-03-29,Philippines,Budget,Beauty,1,23500.0,23500.0
INV775829,C00311,2024-07-20,Vietnam,Budget,Home & Living,5,51900.0,259400.0
INV716680,C02775,2023-04-16,Thailand,Budget,Beauty,1,87500.0,87500.0
INV377636,C01337,2024-05-15,Australia,Regular,Fashion,1,89000.0,89000.0
INV885298,C01053,2024-09-30,Indonesia,Premium,Beauty,1,496300.0,496300.0
INV714868,C03984,2024-10-03,Vietnam,Premium,Home & Living,1,1444700.0,1444700.0
INV124531,C01253,2024-01-18,Indonesia,Regular,Books,1,75100.0,75100.0
INV857896,C02391,2024-04-08,Philippines,Premium,Home & Living,6,1894600.0,11367300.0
INV630228,C00301,2023-01-01,Thailand,Premium,Fashion,1,377000.0,377000.0
INV555972,C02411,2024-07-13,Malaysia,Regular,Home & Living,1,263400.0,263400.0
INV955705,C01752,2023-11-05,Indonesia,Regular,Home & Living,1,156500.0,156500.0
INV619214,C01994,2024-01-19,Indonesia,Budget,Food & Beverage,1,49400.0,49400.0
INV890141,C01022,2024-01-08,Indonesia,Premium,Home & Living,3,595600.0,1786900.0
INV987606,C02770,2024-02-27,Malaysia,Regular,Home & Living,1,103700.0,103700.0
INV146761,C01905,2023-06-23,Indonesia,Budget,Electronics,2,125900.0,251800.0
INV110726,C02700,2024-07-12,Malaysia,Regular,Electronics,4,275700.0,1102900.0
INV849593,C03867,2024-11-12,Philippines,Regular,Food & Beverage,1,118700.0,118700.0
INV983325,C02913,2024-08-01,Indonesia,Budget,Electronics,5,49600.0,247900.0
INV723925,C00846,2023-06-25,Indonesia,Regular,Electronics,1,110500.0,110500.0
INV273962,C00958,2023-02-17,Philippines,Regular,Food & Beverage,4,249200.0,996800.0
INV909130,C00140,2023-07-10,Indonesia,Premium,Sports,1,1345000.0,1345000.0
INV489444,C01861,2023-03-21,Singapore,Premium,Beauty,3,149100.0,447400.0
INV953381,C01853,2023-11-03,Indonesia,Regular,Fashion,8,259200.0,2073500.0
INV393069,C02383,2023-01-17,Japan,Budget,Home & Living,1,14600.0,14600.0
INV668552,C01651,2023-09-23,Malaysia,Regular,Fashion,1,204200.0,204200.0
INV136275,C00179,2024-08-09,Malaysia,Regular,Electronics,3,269000.0,806900.0
INV336108,C00307,2024-08-21,Malaysia,Regular,Food & Beverage,2,303100.0,606300.0
INV264497,C01744,2023-06-27,Indonesia,Regular,Beauty,1,255800.0,255800.0
INV301775,C02571,2023-12-23,Malaysia,Regular,Sports,1,283700.0,283700.0
INV316310,C03252,2023-09-11,Indonesia,Regular,Beauty,1,476600.0,476600.0
INV356564,C01722,2023-03-27,Australia,Budget,Home & Living,2,20200.0,40500.0
INV261443,C02039,2023-01-21,Indonesia,Budget,Home & Living,3,95500.0,286600.0
INV944481,C00303,2024-10-29,Indonesia,Budget,Home & Living,1,62600.0,62600.0
INV460765,C03791,2023-12-06,Malaysia,Regular,Food & Beverage,3,252200.0,756700.0
INV219036,C02211,2023-03-02,Singapore,Budget,Electronics,1,44500.0,44500.0
INV864816,C02450,2024-09-25,Australia,Regular,Beauty,5,134800.0,674100.0
INV454046,C03660,2023-08-20,Indonesia,Regular,Food & Beverage,2,322500.0,645000.0
INV444520,C00416,2023-10-18,Singapore,Regular,Books,1,365100.0,365100.0
INV135012,C02592,2024-11-30,Indonesia,Regular,Home & Living,1,505200.0,505200.0
INV996864,C01434,2023-08-20,Singapore,Regular,Food & Beverage,1,270500.0,270500.0
INV709112,C02986,2024-02-19,Indonesia,Premium,Beauty,1,545400.0,545400.0
INV952659,C01725,2024-05-31,Philippines,Premium,Fashion,4,562700.0,2250700.0
INV947811,C01694,2024-07-21,Singapore,Premium,Home & Living,3,751400.0,2254200.0
INV398673,C00789,2024-07-27,Thailand,Regular,Electronics,2,161700.0,323500.0
INV921420,C02929,2024-12-12,Thailand,Regular,Fashion,1,118300.0,118300.0
INV754082,C02038,2023-08-02,Indonesia,Regular,Fashion,1,334900.0,334900.0
INV891730,C01473,2023-07-18,Philippines,Regular,Food & Beverage,1,340200.0,340200.0
INV302111,C02572,2023-09-09,Indonesia,Premium,Fashion,4,1427900.0,5711800.0
INV408850,C03433,2023-06-16,Indonesia,Regular,Home & Living,1,241700.0,241700.0
INV513258,C03763,2023-09-10,Indonesia,Regular,Fashion,1,365500.0,365500.0
INV720857,C02091,2023-06-17,Philippines,Premium,Sports,2,560400.0,1120800.0
INV238687,C02825,2024-03-12,Malaysia,Premium,Fashion,1,1623000.0,1623000.0
INV127946,C01114,2023-10-03,Philippines,Budget,Books,2,94500.0,189100.0
INV691743,C03312,2023-12-22,Thailand,Regular,Beauty,1,162000.0,162000.0
INV776446,C01750,2024-07-05,Singapore,Budget,Sports,1,56600.0,56600.0
INV228396,C02215,2023-08-25,Indonesia,Premium,Fashion,1,379800.0,379800.0
INV972051,C00345,2023-05-10,Malaysia,Regular,Electronics,1,294400.0,294400.0
INV889219,C00540,2023-10-03,Indonesia,Regular,Books,1,260600.0,260600.0
INV707951,C03377,2023-03-24,Indonesia,Budget,Beauty,1,42700.0,42700.0
INV565914,C00788,2023-02-28,Philippines,Regular,Electronics,6,301400.0,1808500.0
INV511903,C02395,2024-09-04,Thailand,Budget,Books,1,14000.0,14000.0
INV741443,C03497,2023-11-17,Australia,Regular,Electronics,1,84100.0,84100.0
INV159183,C03551,2023-05-18,Malaysia,Budget,Electronics,1,51500.0,51500.0
INV249571,C02702,2023-05-01,Japan,Premium,Fashion,7,1063300.0,7443000.0
INV520991,C03748,2023-09-12,Singapore,Budget,Home & Living,1,90700.0,90700.0
INV582120,C03888,2023-09-04,Indonesia,Budget,Food & Beverage,1,66500.0,66500.0
INV716560,C02763,2023-11-13,Malaysia,Premium,Home & Living,1,252000.0,252000.0
INV391352,C01987,2024-01-16,Indonesia,Premium,Fashion,2,1509000.0,3018000.0
INV168751,C00960,2023-06-13,Australia,Premium,Electronics,2,1858200.0,3716500.0
INV502580,C00352,2023-01-16,Singapore,Regular,Beauty,3,327100.0,981200.0
INV381229,C00904,2024-02-01,Indonesia,Budget,Beauty,4,49300.0,197300.0
INV197419,C01221,2024-10-18,Indonesia,Regular,Fashion,3,380200.0,1140600.0
INV313017,C03629,2024-08-02,Indonesia,Regular,Sports,2,231300.0,462500.0
INV458505,C00210,2024-04-03,Vietnam,Regular,Electronics,1,369900.0,369900.0
INV935536,C01861,2024-09-29,Singapore,Premium,Home & Living,1,408800.0,408800.0
INV714420,C00387,2023-04-11,Australia,Regular,Books,1,420700.0,420700.0
INV289594,C03080,2023-05-16,Malaysia,Premium,Electronics,4,375600.0,1502300.0
INV568019,C02685,2024-02-10,Philippines,Regular,Beauty,1,138800.0,138800.0
INV837139,C00495,2023-03-19,Indonesia,Regular,Fashion,1,308200.0,308200.0
INV490465,C03379,2023-09-04,Thailand,Budget,Home & Living,1,25700.0,25700.0
INV234331,C03701,2023-07-25,Australia,Budget,Fashion,1,101100.0,101100.0
INV596450,C01922,2023-10-08,Indonesia,Budget,Home & Living,1,71200.0,71200.0
INV258486,C02324,2023-11-23,Malaysia,Regular,Beauty,1,335400.0,335400.0
INV994484,C00172,2024-11-14,Australia,Regular,Electronics,1,193000.0,193000.0
